CM000126.1	Genbank	gene	X18113	X20165	.	X.	..1	gene_id..OsI_00001...transcript_id.....gbkey..Gene...gene_biotype..protein_coding...locus_tag..OsI_00001...partial..true..	logFC	logCPM	F	PValue	FDR
NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.23407276391637	6.1504506469535	3994.84580355101	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.22580644821946	8.94488076101699	6712.30653190372	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	5.21231632235543	4.29219166446402	2136.83845013004	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	5.20386248861961	4.13586943444259	1963.52910454732	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.20347537478527	4.85124001124648	2568.17895458204	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.20188258213485	5.29639358967398	3052.31434581779	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.18985323420003	5.10528221146856	2838.89735329726	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.1898219484029	4.4097434136469	2108.10831337357	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.17997710659981	4.36218626209134	2052.18278176911	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.16538130014957	4.57773485306041	2270.55265195521	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.15613494090568	4.63812857574434	2326.58339995342	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.14780418994265	5.80590176040178	3560.71907269735	0	0
